Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
No,150,0.0,158.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,150.0,1.0463576158940397,1,72,1,True,False,False,True,False,False,False,False
No,3379,6468.54233228,229.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,9847.54233228,0.023252171973655422,1,72,1,True,False,False,False,True,False,True,False
No,3251,0.0,158.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,3251.0,0.04858548585485855,1,68,1,True,False,False,False,False,True,False,False
No,150,0.0,221.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,150.0,1.4635761589403973,1,77,1,True,False,False,False,False,False,False,False
No,369,0.0,324.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,369.0,0.8756756756756757,1,80,1,True,False,False,False,True,False,False,False
No,3392,0.0,262.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,3392.0,0.07721780135573239,1,79,0,False,True,False,False,False,True,False,False
No,1630,0.0,56.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,1630.0,0.034334763948497854,1,66,0,True,False,False,True,False,False,False,False
Yes,2202,0.0,128.0,1.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,2202.0,0.058102587380844305,1,77,1,True,True,True,False,False,True,False,False
No,3213,0.0,194.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,3213.0,0.060360920970752956,1,68,1,True,False,False,False,False,True,False,False
No,1419,0.0,455.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,1419.0,0.3204225352112676,1,85,1,True,False,False,False,True,False,False,False
No,1230,0.0,79.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,1230.0,0.06417546709991877,1,71,1,True,False,False,False,False,False,False,False
No,150,106.58093559,143.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,256.58093558999997,0.555165310167278,1,71,0,True,False,False,False,False,False,False,False
No,9771,0.0,356.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,9771.0,0.03643061809250921,1,74,1,False,False,False,False,True,False,True,False
Yes,1014,0.0,228.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,1014.0,0.2246305418719212,1,77,1,True,True,True,True,False,False,False,False
No,8005,0.0,271.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,8005.0,0.03384961279040719,1,71,1,True,False,False,False,False,False,True,False
No,821,0.0,208.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,821.0,0.25304136253041365,1,69,0,True,False,False,True,False,False,False,False
No,6760,0.0,269.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,6760.0,0.03978701375536163,1,85,1,True,False,False,False,False,False,True,False
No,8289,8077.88833338,47.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,16366.88833338,0.0028714760904221303,1,77,1,True,False,False,False,True,False,False,True
No,1677,0.0,101.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,1677.0,0.06019070321811681,1,74,0,True,True,False,False,True,False,False,False
Yes,9768,0.0,360.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,9768.0,0.03685126420309141,1,77,1,True,False,True,False,False,False,True,False
No,1270,0.0,14.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,1270.0,0.011014948859166011,1,66,0,True,True,False,False,False,False,False,False
No,3269,0.0,465.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,3269.0,0.14220183486238533,1,80,0,True,True,False,False,True,True,False,False
No,603,0.0,363.0,1.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,603.0,0.6009933774834437,1,80,1,True,True,False,False,False,False,False,False
Yes,2958,0.0,151.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,2958.0,0.051030753632984115,1,88,0,True,True,True,False,False,True,False,False
No,8235,0.0,194.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,8235.0,0.02355512384652744,1,69,0,True,False,False,False,True,False,True,False
No,3177,133.33290277,224.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,3310.33290277,0.06764647547596898,1,71,0,False,False,False,False,False,True,False,False
No,3971,406.20071522,84.0,0.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,4377.20071522,0.019185963701478927,0,75,0,True,True,False,False,False,True,False,False
No,150,0.0,126.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,0.8344370860927153,1,80,0,True,False,False,False,False,False,False,False
No,3172,0.0,59.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,3172.0,0.018594390167034354,1,74,1,True,False,False,False,False,True,False,False
No,1427,0.0,250.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1427.0,0.17507002801120447,1,77,1,False,False,False,False,False,False,False,False
No,150,0.0,126.0,1.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,0.8344370860927153,1,77,1,True,True,False,True,False,False,False,False
No,150,0.0,211.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,1.3973509933774835,1,80,0,True,False,False,True,False,False,False,False
No,150,0.0,155.0,0.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,1.0264900662251655,0,66,0,True,True,False,True,False,False,False,False
Yes,4559,180.38965811,160.0,1.0,N,Planning to expand my small business operations. I might struggle slightly initially.,4739.38965811,0.03375249959173023,1,85,1,False,False,True,True,False,True,False,False
No,150,37.98893482,225.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,187.98893482,1.1905458920878,1,80,0,True,False,False,False,False,False,False,False
No,9989,0.0,100.0,0.0,N,Investment in a new startup opportunity. Business is booming right now.,9989.0,0.01001001001001001,0,71,0,True,False,False,False,False,False,True,False
No,3231,0.0,111.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,3231.0,0.0343440594059406,1,79,0,True,False,False,False,False,True,False,False
No,1084,0.0,201.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,1084.0,0.18525345622119815,1,74,0,True,False,False,True,False,False,False,False
No,4310,0.0,68.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,4310.0,0.01577360241243331,1,82,0,True,False,False,False,True,True,False,False
No,6043,0.0,199.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,6043.0,0.0329252150893448,1,74,1,False,False,False,False,True,False,True,False
No,3759,0.0,333.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,3759.0,0.08856382978723404,1,88,0,True,False,False,False,False,True,False,False
Yes,313,0.0,226.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,313.0,0.7197452229299363,1,65,1,True,False,True,False,False,False,False,False
No,2213,795.86906386,224.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,3008.86906386,0.07442184202947742,0,82,0,False,True,False,True,False,True,False,False
No,356,0.0,217.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,356.0,0.6078431372549019,1,77,1,True,True,False,True,False,False,False,False
No,979,610.7523617,49.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,1589.7523617000002,0.030803034576440822,1,71,1,True,True,False,False,False,False,False,False
Yes,1125,0.0,207.0,1.0,N,Buying a new car for daily commute. I might struggle slightly initially.,1125.0,0.18383658969804617,1,72,1,True,False,True,False,True,False,False,False
No,16274,0.0,9.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,16274.0,0.0005529953917050691,1,74,1,True,False,False,False,False,False,False,True
Yes,150,0.0,213.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,150.0,1.4105960264900663,1,74,1,True,False,True,False,False,False,False,False
No,10393,0.0,216.0,0.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,10393.0,0.02078121993457764,0,74,1,True,False,False,False,False,False,False,True
No,1110,0.0,148.0,0.0,Y,Planning to expand my small business operations. Business is booming right now.,1110.0,0.1332133213321332,0,79,0,True,False,False,True,False,False,False,False
Yes,2841,0.0,445.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,2841.0,0.1565798733286418,1,82,0,True,False,True,False,False,True,False,False
Yes,1250,0.0,240.0,0.0,Y,I need to renovate my house immediately. Business is booming right now.,1250.0,0.19184652278177458,0,71,0,True,False,True,False,True,False,False,False
Yes,3725,37.79611865,137.0,0.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,3762.79611865,0.036399421137917325,0,75,0,True,True,True,True,False,True,False,False
No,3629,0.0,131.0,0.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,3629.0,0.03608815426997245,0,80,0,True,True,False,False,False,True,False,False
Yes,150,0.0,99.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,150.0,0.6556291390728477,1,77,1,True,False,True,False,False,False,False,False
No,4586,0.0,184.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,4586.0,0.040113363854371045,1,77,1,True,False,False,True,False,True,False,False
No,1189,321.26490264,221.0,0.0,N,Consolidating high-interest debts. I might struggle slightly initially.,1510.26490264,0.14623511709557954,0,71,1,True,False,False,False,False,False,False,False
No,150,21.26516503,104.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,171.26516503,0.6037204328680635,1,71,0,True,True,False,True,False,False,False,False
No,150,5849.55644221,180.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,5999.55644221,0.029997218046949353,1,69,0,False,False,False,False,False,False,True,False
No,1858,0.0,160.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1858.0,0.08606777837547068,1,71,1,True,False,False,False,False,False,False,False
No,3194,3995.57910831,182.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,7189.579108309999,0.025310896001361903,1,85,1,True,False,False,False,False,False,True,False
No,401,3027.84891494,107.0,0.0,N,I need to renovate my house immediately. I am very confident in repayment.,3428.84891494,0.031196709433445057,0,74,0,True,True,False,False,True,True,False,False
No,15308,0.0,244.0,0.0,N,Buying a new car for daily commute. I am very confident in repayment.,15308.0,0.015938336925991246,0,69,0,True,False,False,False,False,False,False,True
No,2735,0.0,209.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,2735.0,0.0763888888888889,1,77,1,True,True,False,True,False,True,False,False
No,1373,0.0,129.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,1373.0,0.09388646288209607,1,75,0,True,False,False,False,True,False,False,False
No,150,0.0,290.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,150.0,1.9205298013245033,1,68,1,True,True,False,False,True,False,False,False
No,634,0.0,365.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,634.0,0.5748031496062992,1,77,1,True,False,False,False,False,False,False,False
No,1043,2517.06151443,197.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,3560.06151443,0.055320583259155724,1,65,1,True,False,False,False,True,True,False,False
No,1643,284.01370893,159.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,1927.0137089300001,0.08246829328212664,1,79,0,True,False,False,False,False,False,False,False
No,1674,46.09714939,113.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1720.09714939,0.06565579406139278,1,74,1,True,False,False,True,False,False,False,False
No,2951,956.48017466,192.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,3907.48017466,0.049123953920708355,1,85,1,True,True,False,False,False,True,False,False
No,4632,131.81073613,142.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,4763.81073613,0.029801813306719716,1,75,0,True,False,False,True,False,True,False,False
No,150,135.16455891,256.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,285.16455891,0.8945901650962764,1,72,1,True,False,False,False,False,False,False,False
